,Pagetag,Sentence
1702,Beatles,"In 2004, Rolling Stone ranked the Beatles as the most significant and influential rock music artists of the last 50 years."
1703,Beatles,"They ranked number one on Billboard magazine's list of the all-time most successful Hot 100 artists, released in 2008 to celebrate the US singles chart's 50th anniversary."
1704,Beatles,"As of 2017, they hold the record for most number-one hits on the Billboard Hot 100, with twenty."
1705,Beatles,"The Recording Industry Association of America certifies that the Beatles have sold 178 million units in the US, more than any other artist."
1706,Beatles,They were collectively included in Time magazine's compilation of the 20th century's 100 most influential people.
1707,Beatles,"In 2014, they received the Grammy Lifetime Achievement Award."
1708,Beatles,"On 16 January each year, beginning in 2001, people celebrate World Beatles Day under UNESCO."
1709,Beatles,This date has direct relation to the opening of The Cavern Club in 1957.
1710,Beatles,"Five asteroids, 4147 Lennon, 4148 McCartney, 4149 Harrison, 4150 Starr and 8749 Beatles are named after the Beatles."
1711,Beatles,Principal members
1712,Beatles,Early members
1713,Beatles,Touring musician
1714,Beatles,"The above albums were reissued on CD in 1987, followed by the 1988 compilations Past Masters – Volume One and Past Masters – Volume Two, which collected all of the Beatles' non-album singles plus the 1964 EP Long Tall Sally and a few other rarities that were commercially available in the 1960s."
1715,Beatles,"Through 1969, the Beatles' catalogue was published almost exclusively by Northern Songs Ltd, a company formed in February 1963 by music publisher Dick James specifically for Lennon and McCartney, though it later acquired songs by other artists."
1716,Beatles,"The company was organised with James and his partner, Emmanuel Silver, owning a controlling interest, variously described as 51% or 50% plus one share."
1717,Beatles,McCartney had 20%.
1718,Beatles,Reports again vary concerning Lennon's portion – 19 or 20% – and Brian Epstein's – 9 or 10% – which he received in lieu of a 25% band management fee.
1719,Beatles,"In 1965, the company went public."
1720,Beatles,"Five million shares were created, of which the original principals retained 3.75 million."
1721,Beatles,"James and Silver each received 937,500 shares (18.75% of 5 million); Lennon and McCartney each received 750,000 shares (15%); and Epstein's management company, NEMS Enterprises, received 375,000 shares (7.5%)."
1722,Beatles,"Of the 1.25 million shares put up for sale, Harrison and Starr each acquired 40,000."
1723,Beatles,"At the time of the stock offering, Lennon and McCartney renewed their three-year publishing contracts, binding them to Northern Songs until 1973."
1724,Beatles,"Harrison created Harrisongs to represent his Beatles compositions, but signed a three-year contract with Northern Songs that gave it the copyright to his work through March 1968, which included ""Taxman"" and ""Within You Without You""."
1725,Beatles,"The songs on which Starr received co-writing credit before 1968, such as ""What Goes On"" and ""Flying"", were also Northern Songs copyrights."
1726,Beatles,"Harrison did not renew his contract with Northern Songs when it ended, signing instead with Apple Publishing while retaining the copyright to his work from that point on."
1727,Beatles,"Harrison thus owns the rights to his later Beatles songs such as ""While My Guitar Gently Weeps"" and ""Something""."
1728,Beatles,"That year, as well, Starr created Startling Music, which holds the rights to his Beatles compositions, ""Don't Pass Me By"" and ""Octopus's Garden""."
1729,Beatles,"In March 1969, James arranged to sell his and his partner's shares of Northern Songs to the British broadcasting company Associated Television (ATV), founded by impresario Lew Grade, without first informing the Beatles."
1730,Beatles,The band then made a bid to gain a controlling interest by attempting to work out a deal with a consortium of London brokerage firms that had accumulated a 14% holding.
1731,Beatles,"The deal collapsed over the objections of Lennon, who declared, ""I'm sick of being fucked about by men in suits sitting on their fat arses in the City."""
1732,Beatles,"By the end of May, ATV had acquired a majority stake in Northern Songs, controlling nearly the entire Lennon–McCartney catalogue, as well as any future material until 1973."
1733,Beatles,"In frustration, Lennon and McCartney sold their shares to ATV in late October 1969."
1734,Beatles,"In 1981, financial losses by ATV's parent company, Associated Communications Corporation (ACC), led it to attempt to sell its music division."
1735,Beatles,"According to authors Brian Southall and Rupert Perry, Grade contacted McCartney, offering ATV Music and Northern Songs for $30 million."
1736,Beatles,"According to an account McCartney gave in 1995, he met with Grade and explained he was interested solely in the Northern Songs catalogue if Grade were ever willing to ""separate off"" that portion of ATV Music."
1737,Beatles,"Soon afterwards, Grade offered to sell him Northern Songs for £20 million, giving the ex-Beatle ""a week or so"" to decide."
1738,Beatles,"By McCartney's account, he and Ono countered with a £5 million bid that was rejected."
1739,Beatles,"According to reports at the time, Grade refused to separate Northern Songs and turned down an offer of £21–25 million from McCartney and Ono for Northern Songs."
1740,Beatles,"In 1982, ACC was acquired in a takeover by Australian business magnate Robert Holmes à Court for £60 million."
1741,Beatles,"In 1985, Michael Jackson purchased ATV for a reported $47.5 million."
1742,Beatles,"The acquisition gave him control over the publishing rights to more than 200 Beatles songs, as well as 40,000 other copyrights."
1743,Beatles,"In 1995, in a deal that earned him a reported $110 million, Jackson merged his music publishing business with Sony, creating a new company, Sony/ATV Music Publishing, in which he held a 50% stake."
1744,Beatles,"The merger made the new company, then valued at over half a billion dollars, the third-largest music publisher in the world."
1745,Beatles,"In 2016, Sony acquired Jackson's share of Sony/ATV from the Jackson estate for $750 million."
1746,Beatles,"Despite the lack of publishing rights to most of their songs, Lennon's estate and McCartney continue to receive their respective shares of the writers' royalties, which together are 33​1⁄3% of total commercial proceeds in the US and which vary elsewhere around the world between 50 and 55%."
1747,Beatles,"Two of Lennon and McCartney's earliest songs – ""Love Me Do"" and ""P.S."
1748,Beatles,"I Love You"" – were published by an EMI subsidiary, Ardmore & Beechwood, before they signed with James."
1749,Beatles,"McCartney acquired their publishing rights from Ardmore in 1978, and they are the only two Beatles songs owned by McCartney's company MPL Communications."
1750,Beatles,"On 18 January 2017, McCartney filed a suit in the United States district court against Sony/ATV Music Publishing seeking to reclaim ownership of his share of the Lennon–McCartney song catalogue beginning in 2018."
1751,Beatles,"Under US copyright law, for works published before 1978 the author can reclaim copyrights assigned to a publisher after 56 years."
1752,Beatles,McCartney and Sony agreed to a confidential settlement in June 2017.
1753,Beatles,Fictionalised
1754,Beatles,Documentaries and filmed performances
1755,RStones,The Rolling Stones are an English rock band formed in London in 1962.
1756,RStones,"The first stable line-up consisted of bandleader Brian Jones (guitar, harmonica, keyboards), Mick Jagger (lead vocals, harmonica), Keith Richards (guitar, vocals), Bill Wyman (bass guitar), Charlie Watts (drums), and Ian Stewart (piano)."
1757,RStones,Stewart was removed from the official line-up in 1963 but continued to work with the band as a contracted musician until his death in 1985.
1758,RStones,"The band's primary songwriters, Jagger–Richards, assumed leadership after Andrew Loog Oldham became the group's manager."
1759,RStones,"Jones left the band less than a month before his death in 1969, having already been replaced by Mick Taylor."
1760,RStones,Taylor left in 1974 and was replaced in 1975 by Ronnie Wood who has since remained.
1761,RStones,"Since Wyman's departure in 1993, Darryl Jones has served as touring bassist."
1762,RStones,"The Stones have not had an official keyboardist since 1963, but have employed several musicians in that role, including Jack Nitzsche (1965–1971), Nicky Hopkins (1967–1982), Billy Preston (1971–1981), Ian McLagan (1978–1981), and Chuck Leavell (1982–present)."
1763,RStones,The Rolling Stones were at the forefront of the British Invasion of bands that became popular in the United States in 1964 and were identified with the youthful and rebellious counterculture of the 1960s.
1764,RStones,"Rooted in blues and early rock and roll, the band started out playing covers but found more success with their own material; songs such as ""(I Can't Get No) Satisfaction"" and ""Paint It Black"" became international hits, and Aftermath (1966) – their first entirely original album – has been considered the most important of the band's formative records."
1765,RStones,"After a short period of experimentation with psychedelic rock in the mid-1960s, the group returned to its ""bluesy"" roots with Beggars Banquet (1968), Let It Bleed (1969), Sticky Fingers (1971), and Exile on Main St. (1972)."
1766,RStones,"It was during this period they were first introduced on stage as ""The Greatest Rock and Roll Band in the World""."
1767,RStones,"The band continued to release commercially successful albums through the 1970s and early 1980s, including Some Girls (1978) and Tattoo You (1981), the two best-sellers in their discography."
1768,RStones,"During the 1980s, the band infighting curtailed their output and they only released two more underperforming albums and did not tour for the rest of the decade."
1769,RStones,"Their fortunes changed at the end of the decade, when they released Steel Wheels (1989), promoted by a large stadium and arena tour, the Steel Wheels/Urban Jungle Tour."
1770,RStones,"Since the 1990s, new material has been less frequent."
1771,RStones,"Despite this, the Rolling Stones continue to be a huge attraction on the live circuit."
1772,RStones,"By 2007, the band had four of the top five highest-grossing concert tours of all time: Voodoo Lounge Tour (1994–1995), Bridges to Babylon Tour (1997–1998), Licks Tour (2002–2003) and A Bigger Bang (2005–2007)."
1773,RStones,"Musicologist Robert Palmer attributes the endurance of the Rolling Stones to their being ""rooted in traditional verities, in rhythm-and-blues and soul music"", while ""more ephemeral pop fashions have come and gone""."
1774,RStones,The Rolling Stones were inducted into the Rock and Roll Hall of Fame in 1989 and the UK Music Hall of Fame in 2004.
1775,RStones,"Rolling Stone magazine ranked them fourth on the ""100 Greatest Artists of All Time"" list and their estimated record sales is 200 million."
1776,RStones,"They have released 30 studio albums, 23 live albums and numerous compilations."
1777,RStones,Let It Bleed (1969) marked the first of five consecutive No.
1778,RStones,1 studio and live albums in the UK.
1779,RStones,Sticky Fingers (1971) was the first of eight consecutive No.
1780,RStones,1 studio albums in the US.
1781,RStones,"In 2008, the band ranked 10th on the Billboard Hot 100 All-Time Top Artists chart."
1782,RStones,"In 2012, the band celebrated its 50th anniversary."
1783,RStones,They still continue to release albums to brisk sales and critical acclaim; their most recent album Blue & Lonesome was released in December 2016 and reached No.
1784,RStones,1 in the UK and No.
1785,RStones,4 in the US and won a Grammy Award for Best Traditional Blues Album.
1786,RStones,"The group also continues to sell out venues, with their recent No Filter Tour running for two years and concluding in August 2019."
1787,RStones,"Keith Richards and Mick Jagger became childhood friends and classmates in 1950 in Dartford, Kent."
1788,RStones,"The Jagger family moved to Wilmington, Kent, five miles (8.0 km) away, in 1954."
1789,RStones,"In the mid-1950s, Jagger formed a garage band with his friend Dick Taylor; the group mainly played material by Muddy Waters, Chuck Berry, Little Richard, Howlin' Wolf and Bo Diddley."
1790,RStones,Jagger met Richards again on 17 October 1961 on platform two of Dartford railway station.
1791,RStones,The Chuck Berry and Muddy Waters records Jagger was carrying revealed a shared interest.
1792,RStones,A musical partnership began shortly afterwards.
1793,RStones,Richards and Taylor often met Jagger at his house.
1794,RStones,The meetings moved to Taylor's house in late 1961 where Alan Etherington and Bob Beckwith joined the trio; the quintet called themselves the Blues Boys.
1795,RStones,"In March 1962, the Blues Boys read about the Ealing Jazz Club in Jazz News newspaper, which mentioned Alexis Korner's rhythm and blues band, Blues Incorporated."
1796,RStones,"The group sent a tape of their best recordings to Korner, who was favourably impressed."
1797,RStones,"On 7 April, they visited the Ealing Jazz Club where they met the members of Blues Incorporated, who included slide guitarist Brian Jones, keyboardist Ian Stewart and drummer Charlie Watts."
1798,RStones,"After a meeting with Korner, Jagger and Richards started jamming with the group."
1799,RStones,"Jones, no longer in a band, advertised for bandmates in Jazz Weekly, while Stewart found them a practice space; together they decided to form a band playing Chicago blues."
1800,RStones,"Soon after, Jagger, Taylor and Richards left Blues Incorporated to join Jones and Stewart."
1801,RStones,"The first rehearsal included guitarist Geoff Bradford and vocalist Brian Knight, both of whom decided not to join the band."
1802,RStones,They objected to playing the Chuck Berry and Bo Diddley songs preferred by Jagger and Richards.
1803,RStones,"In June 1962 the addition of the drummer Tony Chapman completed the line-up of Jagger, Richards, Jones, Stewart and Taylor."
1804,RStones,"According to Richards, Jones named the band during a phone call to Jazz News."
1805,RStones,"When asked by a journalist for the band's name, Jones saw a Muddy Waters LP lying on the floor; one of the tracks was ""Rollin' Stone""."
1806,RStones,"Jones, Jagger, Richards, Stewart, and Taylor played a gig billed as ""the Rollin' Stones"" on 12 July 1962, at the Marquee Club in London."
1807,RStones,"Shortly afterwards, the band went on their first tour of the UK, which they called a ""training ground"" tour, because it was a new experience for all of them."
1808,RStones,Their material included the Chicago blues as well as Chuck Berry and Bo Diddley songs.
1809,RStones,"The band's original rhythm section did not include bassist Bill Wyman, who joined in December 1962, or drummer Charlie Watts, who joined in January 1963."
1810,RStones,By 1963 they were finding their musical stride as well as popularity.
1811,RStones,"In 1964 two unscientific opinion polls rated the band as Britain's most popular group, outranking even the Beatles."
1812,RStones,"The band's name was changed shortly after their first gig to ""The Rolling Stones""."
1813,RStones,"The group's then acting manager, Giorgio Gomelsky, secured a Sunday afternoon residency at the Crawdaddy Club in Richmond, London, in February 1963."
1814,RStones,"He claimed this triggered an ""international renaissance for the blues""."
1815,RStones,"In May 1963, the Rolling Stones signed Andrew Loog Oldham as their manager."
1816,RStones,"His previous clients, the Beatles, directed the former publicist to the band."
1817,RStones,Because Oldham was only nineteen and had not reached the age of majority—he was also younger than anyone in the band—he could not obtain an agent's licence or sign any contracts without his mother co-signing.
1818,RStones,By necessity he joined with booking agent Eric Easton to secure record financing and assistance booking venues.
1819,RStones,"Gomelsky, who had no written agreement with the band, was not consulted."
1820,RStones,"Initially, Oldham tried applying the strategy used by Brian Epstein, the Beatles' manager, and have the band members wear suits."
1821,RStones,"He later changed his mind and imagined a band which contrasted with the Beatles, featuring unmatched clothing, long hair, and an unclean appearance."
1822,RStones,"He wanted to make the Stones ""a raunchy, gamy, unpredictable bunch of undesirables"" and to ""establish that the Stones were threatening, uncouth and animalistic""."
1823,RStones,"Stewart left the official line-up, but remained road manager and touring keyboardist."
1824,RStones,"Of Stewart's decision, Oldham later said, ""Well, he just doesn't look the part, and six is too many for  to remember the faces in the picture."""
1825,RStones,"Later, Oldham reduced the band members' ages in publicity material to make them appear as teenagers."
1826,RStones,"Decca Records, which had declined to sign a deal with the Beatles, gave the Rolling Stones a recording contract with favourable terms."
1827,RStones,"The band got three times a new act's typical royalty rate, full artistic control of recordings and ownership of the recording master tapes."
1828,RStones,The deal also let the band use non-Decca recording studios.
1829,RStones,"Regent Sound Studios, a mono facility equipped with egg boxes on the ceiling for sound treatment, became their preferred location."
1830,RStones,"Oldham, who had no recording experience but made himself the band's producer, said Regent had a sound that ""leaked, instrument-to-instrument, the right way"" creating a ""wall of noise"" that worked well for the band."
1831,RStones,"Because of Regent's low booking rates, the band could record for extended periods rather than the usual three-hour blocks common at other studios."
1832,RStones,"All tracks on the first Rolling Stones album, The Rolling Stones, were recorded there."
1833,RStones,"Oldham contrasted the Rolling Stones' independence with the Beatles' obligation to record in EMI's studios, saying it made them appear as ""mere mortals ... sweating in the studio for the man""."
1834,RStones,He promoted the Rolling Stones as the nasty counterpoint to the Beatles by having the band pose unsmiling on the cover of their first album.
1835,RStones,"He also encouraged the press to use provocative headlines such as: ""Would you let your daughter marry a Rolling Stone?"""
1836,RStones,"By contrast, Wyman says, ""Our reputation and image as the Bad Boys came later, completely there, accidentally."
1837,RStones,...  never did engineer it.
1838,RStones,"He simply exploited it exhaustively."""
1839,RStones,"In a 1972 interview, Wyman stated, ""We were the first pop group to break away from the whole Cliff Richard thing where the bands did little dance steps, wore identical uniforms and had snappy patter."""
1840,RStones,"A cover version of Chuck Berry's ""Come On"" was the Rolling Stones' first single, released on 7 June 1963."
1841,RStones,"The band refused to play it at live gigs, and Decca bought only one ad to promote the record."
1842,RStones,"With Oldham's direction, fan-club members bought copies at record shops polled by the charts, helping ""Come On"" rise to No."
1843,RStones,21 on the UK Singles Chart.
1844,RStones,"Having a charting single gave the band entree to play outside London, starting with a booking at the Outlook Club in Middlesbrough on 13 July, sharing the billing with the Hollies."
1845,RStones,"Later in 1963 Oldham and Easton arranged the band's first big UK concert tour as a supporting act for American stars including Bo Diddley, Little Richard and the Everly Brothers."
1846,RStones,The tour gave the band the opportunity to hone their stagecraft.
1847,RStones,"During the tour the band recorded their second single, a Lennon–McCartney-penned number entitled ""I Wanna Be Your Man""."
1848,RStones,The song was written and given to the Stones when John Lennon and Paul McCartney visited them in the studio as the two Beatles liked giving the copyrights to songs away to their friends.
1849,RStones,It reached No.
1850,RStones,12 on the UK charts.
1851,RStones,"The Beatles 1963 album, With the Beatles, includes their version of the song."
1852,RStones,"On 1 January 1964, the Stones' ""I Wanna Be Your Man"" was the first song ever performed on the BBC's Top of the Pops."
1853,RStones,"The third single by the Stones, Buddy Holly's ""Not Fade Away"", reflecting Bo Diddley's style, was released in February 1964 and reached No."
1854,RStones,"Oldham saw little future for an act that lost significant songwriting royalties by playing songs of what he described as ""middle-aged blacks"", limiting the appeal to teenage audiences."
1855,RStones,Jagger and Richards decided to write songs together.
1856,RStones,"Oldham described the first batch as ""soppy and imitative""."
1857,RStones,"Because the band's songwriting developed slowly, songs on their first album The Rolling Stones (1964; issued in the US as England's Newest Hit Makers), were primarily covers, with only one Jagger/Richards original—""Tell Me (You're Coming Back)""—and two numbers credited to Nanker Phelge, the pen name used for songs written by the entire group."
1858,RStones,"The Rolling Stones' first US tour in June 1964 was ""a disaster"" according to Wyman."
1859,RStones,"When we arrived, we didn't have a hit record  or anything going for us."""
1860,RStones,"When the band appeared on the variety show The Hollywood Palace, that week's guest host, Dean Martin, mocked both their hair and their performance."
1861,RStones,"During the tour they recorded for two days at Chess Studios in Chicago, meeting many of their most important influences, including Muddy Waters."
1862,RStones,These sessions included what would become the Rolling Stones' first No.
1863,RStones,"1 hit in the UK, their cover version of Bobby and Shirley Womack's ""It's All Over Now""."
1864,RStones,"The Stones followed the Famous Flames, featuring James Brown, in the theatrical release of the 1964 film T.A.M.I."
1865,RStones,"Show, which showcased American acts with British Invasion artists."
1866,RStones,"According to Jagger, ""We weren't actually following James Brown because there was considerable time between the filming of each section."
1867,RStones,"Nevertheless, he was still very annoyed about it ..."" On 25 October the band appeared on The Ed Sullivan Show."
1868,RStones,"Because of the pandemonium surrounding the Stones, Sullivan banned them from his show."
1869,RStones,"However, he booked them for an appearance in the following year."
1870,RStones,"Their second LP, 12 X 5, which was only available in the US, was released during the tour."
1871,RStones,"During the early Stones' releases, Richards was typically credited as ""Richard""."
1872,RStones,"The Rolling Stones' fifth UK single, a cover of Willie Dixon's ""Little Red Rooster""—with ""Off the Hook"", credited to Nanker Phelge, as the B-side—was released in November 1964 and became their second No."
1873,RStones,1 hit in the UK.
1874,RStones,"The band's US distributors, London Records, declined to release ""Little Red Rooster"" as a single."
1875,RStones,"In December 1964, the distributor released the band's first single with Jagger/Richards originals on both sides: ""Heart of Stone"", with ""What a Shame"" as the B-side; the single went to No."
1876,RStones,19 in the US.
1877,RStones,"The band's second UK LP, The Rolling Stones No."
1878,RStones,"2, was released in January 1965 and reached No."
1879,RStones,1 on the charts.
1880,RStones,"The US version, released in February as The Rolling Stones, Now!, reached No."
1881,RStones,The album was recorded at Chess Studios in Chicago and RCA Studios in Los Angeles.
1882,RStones,"In January and February that year the band played 34 shows for around 100,000 people in Australia and New Zealand."
1883,RStones,"The single ""The Last Time"", released in February, was the first Jagger/Richards composition to reach No."
1884,RStones,1 on the UK charts; it reached No.
1885,RStones,9 in the US.
1886,RStones,"It was later identified by Richards as ""the bridge into thinking about writing for the Stones."
1887,RStones,"It gave us a level of confidence; a pathway of how to do it."""
1888,RStones,Their first international No.
1889,RStones,"1 hit was ""(I Can't Get No) Satisfaction"", recorded in May 1965 during the band's third North American tour."
1890,RStones,Richards recorded the guitar riff that drives the song with a fuzzbox as a scratch track to guide a horn section.
1891,RStones,"Nevertheless, the final cut was without the planned horn overdubs."
1892,RStones,"Issued in the summer of 1965, it was their fourth UK No."
1893,RStones,1 and their first in the US where it spent four weeks at the top of the Billboard Hot 100.
1894,RStones,It was a worldwide commercial success for the band.
1895,RStones,"The US version of the LP Out of Our Heads, released in July 1965, also went to No 1; it included seven original songs, three Jagger/Richards numbers and four credited to Nanker Phelge."
1896,RStones,Their second international No.
1897,RStones,"1 single ""Get Off of My Cloud"" was released in the autumn of 1965, followed by another US-only LP, December's Children."
1898,RStones,"The album Aftermath, released in the late spring of 1966, was the first LP to be composed entirely of Jagger/Richards songs; it reached No."
1899,RStones,1 in the UK and No.
1900,RStones,2 in the US.
1901,RStones,On this album Jones' contributions expanded beyond guitar and harmonica.
1902,RStones,"To the Middle Eastern-influenced ""Paint It, Black"" he added sitar; to the ballad ""Lady Jane"" he added dulcimer and to ""Under My Thumb"" he added marimbas."
1903,RStones,"Aftermath also contained ""Goin' Home"", a nearly 12-minute-long song that included elements of jamming and improvisation."
1904,RStones,The Stones' success on the British and American singles charts peaked during the 1960s.
1905,RStones,"""19th Nervous Breakdown"" was released in February 1966, and reached No."
1906,RStones,"2 in the UK and US charts; ""Paint It, Black"" reached No."
1907,RStones,1 in the UK and US in May 1966.
1908,RStones,"""Mother's Little Helper"", released in June 1966, reached No."
1909,RStones,8 in the US; it was one of the first pop songs to discuss the issue of prescription drug abuse.
1910,RStones,"""Have You Seen Your Mother, Baby, Standing in the Shadow?"""
1911,RStones,was released in September 1966 and reached No.
1912,RStones,5 in the UK and No.
1913,RStones,9 in the US.
1914,RStones,It had a number of firsts for the group: it was the first Stones recording to feature brass horns and the back-cover photo on the original US picture sleeve depicted the group satirically dressed in drag.
1915,RStones,"The song was accompanied by one of the first official music videos, directed by Peter Whitehead."
1916,RStones,"January 1967 saw the release of Between the Buttons, which reached No."
1917,RStones,3 in the UK and No.
1918,RStones,2 in the US.
1919,RStones,It was Andrew Oldham's last venture as the Rolling Stones' producer.
1920,RStones,Allen Klein took over his role as the band's manager in 1965.
1921,RStones,"Richards recalled, ""There was a new deal with Decca to be made ... and he said he could do it."""
1922,RStones,"The US version included the double A-side single ""Let's Spend the Night Together"" and ""Ruby Tuesday"", which went to No."
1923,RStones,1 in the US and No.
1924,RStones,3 in the UK.
1925,RStones,"When the band went to New York to perform the numbers on The Ed Sullivan Show in January, they were ordered to change the lyrics of the refrain of ""Let's Spend the Night Together"" to ""let's spend some time together""."
1926,RStones,"In early 1967, Jagger, Richards and Jones began to be hounded by authorities over their recreational drug use, after News of the World ran a three-part feature entitled ""Pop Stars and Drugs: Facts That Will Shock You""."
1927,RStones,"The series described alleged LSD parties hosted by the Moody Blues attended by top stars including the Who's Pete Townshend and Cream's Ginger Baker, and alleged admissions of drug use by leading pop musicians."
1928,RStones,The first article targeted Donovan (who was raided and charged soon after); the second instalment (published on 5 February) targeted the Rolling Stones.
1929,RStones,"A reporter who contributed to the story spent an evening at the exclusive London club Blaise's, where a member of the Rolling Stones allegedly took several Benzedrine tablets, displayed a piece of hashish and invited his companions back to his flat for a ""smoke""."
1930,RStones,"The article claimed this was Mick Jagger, but it turned out to be a case of mistaken identity; the reporter had in fact been eavesdropping on Brian Jones."
1931,RStones,Two days after the article was published Jagger filed a writ for libel against the News of the World.
1932,RStones,"A week later on 12 February, Sussex police, tipped off by the paper, which had been tipped off by his chauffeur raided a party at Keith Richards' home, Redlands."
1933,RStones,"No arrests were made at the time, but Jagger, Richards and their friend art dealer Robert Fraser were subsequently charged with drug offences."
1934,RStones,Andrew Oldham was afraid of being arrested and fled to America.
1935,RStones,"Richards said in 2003, ""When we got busted at Redlands, it suddenly made us realize that this was a whole different ball game and that was when the fun stopped."
1936,RStones,"Up until then it had been as though London existed in a beautiful space where you could do anything you wanted."""
1937,RStones,"On the treatment of the man responsible for the raid, he later added: ""As I heard it, he never walked the same again."""
1938,RStones,"In March 1967, while awaiting the consequences of the police raid, Jagger, Richards and Jones took a short trip to Morocco, accompanied by Marianne Faithfull, Jones' girlfriend Anita Pallenberg and other friends."
1939,RStones,During this trip the stormy relations between Jones and Pallenberg deteriorated to the point that she left Morocco with Richards.
1940,RStones,"Richards said later: ""That was the final nail in the coffin with me and Brian."
1941,RStones,"He'd never forgive me for that and I don't blame him, but hell, shit happens."""
1942,RStones,Richards and Pallenberg would remain a couple for twelve years.
1943,RStones,"Despite these complications, the Rolling Stones toured Europe in March and April 1967."
1944,RStones,"The tour included the band's first performances in Poland, Greece, and Italy."
1945,RStones,"On 10 May 1967, the day Jagger, Richards and Fraser were arraigned in connection with the Redlands charges, Jones' house was raided by police."
1946,RStones,He was arrested and charged with possession of cannabis.
1947,RStones,Three of the five Stones now faced drug charges.
1948,RStones,Jagger and Richards were tried at the end of June.
1949,RStones,Jagger received a three-month prison sentence for the possession of four amphetamine tablets; Richards was found guilty of allowing cannabis to be smoked on his property and sentenced to a year in prison.
1950,RStones,Both Jagger and Richards were imprisoned at that point but were released on bail the next day pending appeal.
1951,RStones,"The Times ran the famous editorial entitled ""Who breaks a butterfly upon a wheel?"""
1952,RStones,"in which conservative editor William Rees-Mogg surprised his readers by his unusually critical discourse on the sentencing, pointing out that Jagger had been treated far more harshly for a minor first offence than ""any purely anonymous young man""."
1953,RStones,"While awaiting the appeal hearings, the band recorded a new single, ""We Love You"", as a thank you for their fans' loyalty."
1954,RStones,"It began with the sound of prison doors closing, and the accompanying music video included allusions to the trial of Oscar Wilde."
1955,RStones,"On 31 July, the appeals court overturned Richards' conviction, and reduced Jagger's sentence to a conditional discharge."
1956,RStones,Jones' trial took place in November 1967.
1957,RStones,"In December, after appealing the original prison sentence, Jones received a £1,000 fine and was put on three years' probation, with an order to seek professional help."
1958,RStones,"The band released Their Satanic Majesties Request, which reached No."
1959,RStones,3 in the UK and No.
1960,RStones,"2 in the US, in December 1967."
1961,RStones,It drew unfavourable reviews and was widely regarded as a poor imitation of the Beatles' Sgt.
1962,RStones,Pepper's Lonely Hearts Club Band.
1963,RStones,"Satanic Majesties was recorded while Jagger, Richards and Jones were awaiting their court cases."
1964,RStones,The band parted ways with Oldham during the sessions.
1965,RStones,"The split was publicly amicable, but in 2003 Jagger said: ""The reason Andrew left was because he thought that we weren't concentrating and that we were being childish."
1966,RStones,It was not a great moment really—and I would have thought it wasn't a great moment for Andrew either.
1967,RStones,"There were a lot of distractions and you always need someone to focus you at that point, that was Andrew's job."""
1968,RStones,Satanic Majesties became the first album the Rolling Stones produced on their own.
1969,RStones,"Its psychedelic sound was complemented by the cover art, which featured a 3D photo by Michael Cooper, who had also photographed the cover of Sgt."
1970,RStones,"Bill Wyman wrote and sang a track on the album: ""In Another Land"", also released as a single, the first on which Jagger did not sing lead."
1971,RStones,The band spent the first few months of 1968 working on material for their next album.
1972,RStones,"Those sessions resulted in the song ""Jumpin' Jack Flash"", released as a single in May."
1973,RStones,"The subsequent album, Beggars Banquet, an eclectic mix of country and blues-inspired tunes, marked the band's return to their roots."
1974,RStones,It was also the beginning of their collaboration with producer Jimmy Miller.
1975,RStones,"It featured the lead single ""Street Fighting Man"" (which addressed the political upheavals of May 1968) and ""Sympathy for the Devil""."
1976,RStones,"Controversy over the design of the album cover, which featured a public toilet with graffiti covering the walls of a stall, delayed the album's release for nearly six months."
1977,RStones,It was well received at the time of release and reached No.
1978,RStones,3 in the UK and No.
1979,RStones,5 in the US.
1980,RStones,Richards said of the album:
1981,RStones,There is a change between material on Satanic Majesties and Beggars Banquet.
1982,RStones,I'd grown sick to death of the whole Maharishi guru shit and the beads and bells.
1983,RStones,"Who knows where these things come from, but I guess  was a reaction to what we'd done in our time off and also that severe dose of reality."
1984,RStones,A spell in prison ... will certainly give you room for thought ...
1985,RStones,I was fucking pissed with being busted.
1986,RStones,"So it was, 'Right we'll go and strip this thing down.'"
1987,RStones,There's a lot of anger in the music from that period.
1988,RStones,"The Rolling Stones Rock and Roll Circus, which originally began as an idea about ""the new shape of the rock-and-roll concert tour"", was filmed at the end of 1968."
1989,RStones,"It featured John Lennon, Yoko Ono, the Dirty Mac, the Who, Jethro Tull, Marianne Faithfull, and Taj Mahal."
1990,RStones,"The footage was shelved for twenty-eight years but was finally released officially in 1996, with a DVD version released in October 2004."
1991,RStones,"By the time of Beggars Banquet's release, Brian Jones was only sporadically contributing to the band."
1992,RStones,"Jagger said that Jones was ""not psychologically suited to this way of life""."
1993,RStones,"His drug use had become a hindrance, and he was unable to obtain a US visa."
1994,RStones,"Richards reported that in a June meeting with Jagger, Watts and himself at Jones' house, Jones admitted that he was unable to ""go on the road again"", and left the band saying, ""I've left, and if I want to I can come back."""
1995,RStones,"On 3 July 1969, less than a month later, Jones drowned under mysterious circumstances in the swimming pool at his home, Cotchford Farm, in Hartfield, East Sussex."
1996,RStones,"The band auditioned several guitarists, including Paul Kossoff, as a replacement for Jones before settling on Mick Taylor, who was recommended to Jagger by John Mayall."
